timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-09-23 00:46:00,3054.05000000,3054.76000000,3051.65000000,3052.38000000,229.16880000,1632358019999,699692.29485600,451,114.44970000,349403.56850800,0
2021-09-23 00:47:00,3052.37000000,3053.18000000,3050.00000000,3050.00000000,262.87520000,1632358079999,802010.94949100,652,73.31420000,223713.23354800,0
2021-09-23 00:48:00,3050.00000000,3050.01000000,3039.49000000,3040.66000000,1532.75980000,1632358139999,4668409.73198900,2181,542.05330000,1650360.50958800,0
2021-09-23 00:49:00,3040.32000000,3045.44000000,3039.60000000,3045.43000000,311.93690000,1632358199999,949065.86350700,475,145.99420000,444224.70046700,0
2021-09-23 00:50:00,3045.07000000,3046.50000000,3041.19000000,3041.22000000,713.24090000,1632358259999,2171720.43463400,1987,373.13380000,1136102.95950300,0
2021-09-23 00:51:00,3041.50000000,3047.04000000,3040.36000000,3040.87000000,562.33420000,1632358319999,1710944.26763600,574,84.90590000,258491.84058000,0
2021-09-23 00:52:00,3040.82000000,3046.56000000,3040.10000000,3043.96000000,306.90300000,1632358379999,934118.37079700,478,139.63730000,424958.95619900,0
2021-09-23 00:53:00,3043.95000000,3047.43000000,3041.16000000,3044.26000000,251.74030000,1632358439999,766246.05001700,463,139.17360000,423584.56054500,0
2021-09-23 00:54:00,3044.09000000,3048.81000000,3043.62000000,3047.08000000,158.96620000,1632358499999,484385.53905500,385,84.12580000,256314.23602100,0
2021-09-23 00:55:00,3047.07000000,3052.91000000,3045.60000000,3051.49000000,387.49410000,1632358559999,1182145.14465800,480,223.99970000,683276.79392800,0
2021-09-23 00:56:00,3051.34000000,3054.64000000,3050.51000000,3052.41000000,274.58180000,1632358619999,838190.32677700,313,80.50230000,245731.67679400,0
2021-09-23 00:57:00,3052.42000000,3053.40000000,3047.85000000,3048.28000000,132.63870000,1632358679999,404648.96895800,263,68.62040000,209355.76572100,0
2021-09-23 00:58:00,3048.28000000,3048.58000000,3042.33000000,3044.85000000,173.67500000,1632358739999,528760.50352300,364,52.14320000,158760.70569700,0
2021-09-23 00:59:00,3044.90000000,3045.11000000,3041.05000000,3042.86000000,81.89440000,1632358799999,249158.56864900,203,33.56050000,102104.89631000,0
2021-09-23 01:00:00,3043.15000000,3043.37000000,3034.39000000,3035.87000000,758.88840000,1632358859999,2305152.42544000,1381,210.75780000,639928.84123900,0
2021-09-23 01:01:00,3035.87000000,3040.00000000,3035.28000000,3036.30000000,305.41300000,1632358919999,927543.61448800,500,180.94810000,549543.16319000,0
2021-09-23 01:02:00,3036.31000000,3038.98000000,3033.85000000,3035.72000000,436.33320000,1632358979999,1325019.62795500,645,283.21380000,860128.20661700,0
2021-09-23 01:03:00,3036.08000000,3045.68000000,3036.08000000,3044.71000000,313.32560000,1632359039999,952656.97519800,900,210.63540000,640401.59447300,0
2021-09-23 01:04:00,3044.99000000,3050.00000000,3044.99000000,3047.53000000,193.99540000,1632359099999,591324.10166500,515,143.81780000,438370.93739400,0
2021-09-23 01:05:00,3047.76000000,3054.35000000,3046.49000000,3052.01000000,210.11020000,1632359159999,641102.49204000,454,108.65670000,331520.27168500,0
2021-09-23 01:06:00,3051.60000000,3057.81000000,3050.68000000,3057.26000000,150.03130000,1632359219999,458309.23308000,426,91.10420000,278258.64549600,0
2021-09-23 01:07:00,3057.25000000,3057.82000000,3051.88000000,3054.76000000,131.14040000,1632359279999,400659.77877000,279,51.33750000,156842.67272800,0
2021-09-23 01:08:00,3054.76000000,3054.95000000,3050.41000000,3053.43000000,135.06960000,1632359339999,412245.05865000,329,74.40800000,227089.29063700,0
2021-09-23 01:09:00,3053.47000000,3055.50000000,3051.01000000,3051.31000000,136.02070000,1632359399999,415304.98305400,331,59.97070000,183095.73527500,0
2021-09-23 01:10:00,3051.47000000,3053.54000000,3049.99000000,3051.64000000,162.43530000,1632359459999,495766.38947000,256,37.35340000,113986.94271700,0
2021-09-23 01:11:00,3051.64000000,3051.65000000,3046.61000000,3047.41000000,92.47280000,1632359519999,281942.85580400,242,26.48510000,80737.23024000,0
2021-09-23 01:12:00,3047.32000000,3050.47000000,3041.92000000,3043.24000000,92.46290000,1632359579999,281578.57485900,316,40.17180000,122299.82399100,0
2021-09-23 01:13:00,3043.24000000,3045.05000000,3041.46000000,3041.69000000,125.45060000,1632359639999,381735.39875700,272,64.78010000,197102.45138600,0
2021-09-23 01:14:00,3041.68000000,3044.33000000,3039.12000000,3039.23000000,224.96640000,1632359699999,684099.06929500,447,111.13220000,337935.00804000,0
2021-09-23 01:15:00,3039.51000000,3043.80000000,3039.05000000,3041.96000000,172.35350000,1632359759999,524109.01135300,375,109.55550000,333104.15497800,0
2021-09-23 01:16:00,3041.67000000,3045.49000000,3039.72000000,3042.29000000,198.37700000,1632359819999,603582.68288500,406,99.26180000,301984.98364200,0
2021-09-23 01:17:00,3042.41000000,3048.53000000,3039.14000000,3046.13000000,218.69670000,1632359879999,665662.05341600,480,120.91190000,368061.66792700,0
2021-09-23 01:18:00,3046.14000000,3047.93000000,3044.65000000,3046.60000000,108.09520000,1632359939999,329297.10934600,272,66.11820000,201420.34220200,0
2021-09-23 01:19:00,3046.82000000,3049.80000000,3046.42000000,3047.82000000,246.45710000,1632359999999,751187.78681500,342,162.64280000,495733.88113000,0
2021-09-23 01:20:00,3047.83000000,3054.75000000,3045.68000000,3052.53000000,456.32510000,1632360059999,1392225.08545800,654,270.68690000,826030.42648200,0
2021-09-23 01:21:00,3052.54000000,3054.40000000,3051.29000000,3051.30000000,213.88460000,1632360119999,652944.88515400,366,78.80710000,240582.93703900,0
2021-09-23 01:22:00,3051.49000000,3053.43000000,3047.31000000,3050.34000000,352.85570000,1632360179999,1076653.40034200,451,88.05270000,268613.21212400,0
2021-09-23 01:23:00,3050.17000000,3052.86000000,3045.87000000,3046.03000000,137.26890000,1632360239999,418696.25738400,331,46.01970000,140351.91681400,0
2021-09-23 01:24:00,3046.27000000,3046.75000000,3041.80000000,3042.36000000,149.68390000,1632360299999,455787.02138200,297,69.02990000,210190.39282000,0
2021-09-23 01:25:00,3042.36000000,3042.36000000,3038.41000000,3041.99000000,111.33810000,1632360359999,338511.39681400,294,48.31870000,146905.43081900,0
2021-09-23 01:26:00,3041.99000000,3044.76000000,3041.14000000,3044.28000000,95.29710000,1632360419999,289982.86957200,215,33.84590000,103004.05007200,0
2021-09-23 01:27:00,3044.27000000,3044.94000000,3041.40000000,3044.00000000,59.65360000,1632360479999,181517.99645700,156,37.47830000,114018.24369300,0
2021-09-23 01:28:00,3043.99000000,3049.00000000,3042.75000000,3049.00000000,428.30730000,1632360539999,1304486.40361400,514,216.00010000,657914.12280100,0
2021-09-23 01:29:00,3049.00000000,3050.57000000,3043.82000000,3044.11000000,267.02330000,1632360599999,813875.92467100,429,146.96010000,447902.13748700,0
2021-09-23 01:30:00,3043.86000000,3052.27000000,3043.86000000,3052.18000000,221.09800000,1632360659999,674218.25536200,341,172.05070000,524637.27666900,0
2021-09-23 01:31:00,3051.94000000,3053.87000000,3048.47000000,3052.01000000,208.93610000,1632360719999,637508.48557100,416,113.02500000,344851.27364300,0
2021-09-23 01:32:00,3052.00000000,3056.15000000,3050.61000000,3054.78000000,137.02820000,1632360779999,418547.19201900,265,114.49360000,349745.93283700,0
2021-09-23 01:33:00,3054.78000000,3057.56000000,3053.96000000,3056.78000000,195.80310000,1632360839999,598397.56485600,379,89.06790000,272211.38861600,0
2021-09-23 01:34:00,3056.65000000,3059.03000000,3053.95000000,3058.38000000,173.18790000,1632360899999,529380.31270500,316,124.14030000,379499.62363600,0
2021-09-23 01:35:00,3058.74000000,3061.20000000,3056.02000000,3060.44000000,127.01760000,1632360959999,388464.98646500,336,79.23780000,242350.12237600,0
2021-09-23 01:36:00,3060.40000000,3060.64000000,3057.10000000,3058.20000000,85.38990000,1632361019999,261181.70912300,198,58.14070000,177830.72713400,0
2021-09-23 01:37:00,3058.05000000,3064.00000000,3056.91000000,3061.36000000,256.34860000,1632361079999,784874.15595100,528,150.25850000,460051.40264900,0
2021-09-23 01:38:00,3060.76000000,3065.00000000,3060.32000000,3064.42000000,48.05390000,1632361139999,147200.86322800,233,39.40150000,120692.43498700,0
2021-09-23 01:39:00,3064.63000000,3067.13000000,3062.56000000,3067.13000000,186.03360000,1632361199999,570107.47391300,366,113.67970000,348375.37178300,0
2021-09-23 01:40:00,3067.02000000,3067.76000000,3063.40000000,3063.40000000,258.67490000,1632361259999,793024.06513400,380,56.98290000,174722.42701700,0
2021-09-23 01:41:00,3063.35000000,3063.54000000,3060.00000000,3061.80000000,194.10050000,1632361319999,594154.62255500,338,120.19920000,367971.98776400,0
2021-09-23 01:42:00,3061.79000000,3061.97000000,3059.00000000,3060.80000000,185.68230000,1632361379999,568299.16702300,345,56.59090000,173182.31168600,0
2021-09-23 01:43:00,3060.86000000,3063.98000000,3060.55000000,3060.55000000,149.17760000,1632361439999,456803.39681600,298,64.39570000,197193.50614100,0
2021-09-23 01:44:00,3060.55000000,3062.01000000,3058.02000000,3058.11000000,241.70450000,1632361499999,739644.61612700,312,55.95490000,171238.42640300,0
2021-09-23 01:45:00,3058.03000000,3064.25000000,3057.36000000,3061.85000000,404.21070000,1632361559999,1236928.81479800,350,375.03550000,1147626.90183300,0
2021-09-23 01:46:00,3061.85000000,3063.55000000,3060.93000000,3063.30000000,183.50330000,1632361619999,561966.11926500,328,123.90740000,379452.24087700,0
2021-09-23 01:47:00,3063.33000000,3063.44000000,3060.56000000,3061.22000000,126.83390000,1632361679999,388415.59870000,256,41.04660000,125710.10865200,0
2021-09-23 01:48:00,3061.48000000,3063.99000000,3060.55000000,3062.27000000,105.11200000,1632361739999,321916.33343800,276,69.27120000,212152.85495900,0
2021-09-23 01:49:00,3062.26000000,3071.77000000,3060.00000000,3066.59000000,545.16160000,1632361799999,1672234.78010300,974,370.90170000,1137553.26855800,0
2021-09-23 01:50:00,3066.52000000,3073.40000000,3066.26000000,3069.72000000,226.98630000,1632361859999,696815.26905500,481,137.97360000,423593.03285000,0
2021-09-23 01:51:00,3069.73000000,3072.54000000,3069.01000000,3071.82000000,142.93310000,1632361919999,438906.68352600,303,78.94080000,242394.56894100,0
2021-09-23 01:52:00,3071.68000000,3075.00000000,3067.41000000,3071.15000000,503.52820000,1632361979999,1546870.09470000,829,263.31210000,808967.84503800,0
2021-09-23 01:53:00,3071.11000000,3075.39000000,3068.36000000,3070.85000000,228.01880000,1632362039999,700823.27863000,405,147.87490000,454573.52853800,0
2021-09-23 01:54:00,3070.84000000,3071.81000000,3067.10000000,3067.10000000,173.88960000,1632362099999,533790.27219100,394,57.32160000,175954.04222200,0
2021-09-23 01:55:00,3067.11000000,3071.01000000,3067.11000000,3068.54000000,145.38070000,1632362159999,446247.80368600,320,71.29290000,218814.34888100,0
2021-09-23 01:56:00,3068.54000000,3070.44000000,3066.58000000,3068.56000000,108.83960000,1632362219999,333981.65134400,291,58.35140000,179059.13809900,0
2021-09-23 01:57:00,3068.56000000,3074.34000000,3068.55000000,3071.99000000,212.62230000,1632362279999,653149.69752600,370,136.05230000,417894.04083300,0
2021-09-23 01:58:00,3071.99000000,3072.00000000,3066.10000000,3068.99000000,203.03570000,1632362339999,622936.09329900,312,63.27400000,194100.33442000,0
2021-09-23 01:59:00,3069.09000000,3069.88000000,3067.48000000,3069.88000000,134.12390000,1632362399999,411581.84415900,245,46.38600000,142340.68628000,0
2021-09-23 02:00:00,3069.91000000,3076.35000000,3069.63000000,3075.73000000,432.57380000,1632362459999,1329609.88894200,727,312.27010000,959789.31833100,0
2021-09-23 02:01:00,3075.62000000,3075.88000000,3071.89000000,3074.97000000,101.78620000,1632362519999,312897.97317800,273,50.55210000,155401.43758500,0
2021-09-23 02:02:00,3074.99000000,3074.99000000,3068.70000000,3068.70000000,204.81040000,1632362579999,629109.12389900,441,51.19500000,157257.41949700,0
2021-09-23 02:03:00,3069.24000000,3069.32000000,3063.61000000,3064.78000000,216.33450000,1632362639999,663333.86168800,425,68.81910000,210957.23600400,0
2021-09-23 02:04:00,3065.15000000,3067.10000000,3060.96000000,3064.31000000,294.80660000,1632362699999,903294.77434600,483,132.16410000,404933.20455100,0
2021-09-23 02:05:00,3064.06000000,3064.31000000,3061.40000000,3063.00000000,148.27820000,1632362759999,454189.35123900,287,92.02930000,281915.85104900,0
2021-09-23 02:06:00,3063.35000000,3065.73000000,3061.97000000,3065.73000000,147.73140000,1632362819999,452599.72934800,321,70.98840000,217495.07259000,0
2021-09-23 02:07:00,3065.86000000,3066.26000000,3062.99000000,3063.52000000,77.75290000,1632362879999,238280.08565700,209,35.29430000,108169.08762300,0
2021-09-23 02:08:00,3063.38000000,3064.00000000,3062.00000000,3062.98000000,74.29950000,1632362939999,227574.01419400,193,32.59330000,99831.89702400,0
2021-09-23 02:09:00,3062.96000000,3062.96000000,3060.19000000,3061.41000000,112.05160000,1632362999999,343023.74911100,249,45.87930000,140447.03370300,0
2021-09-23 02:10:00,3061.35000000,3061.58000000,3057.74000000,3058.76000000,238.62710000,1632363059999,730225.83784200,397,55.47370000,169734.67270700,0
2021-09-23 02:11:00,3059.24000000,3059.24000000,3057.42000000,3058.56000000,175.27590000,1632363119999,536007.52924800,289,102.49100000,313421.28255800,0
2021-09-23 02:12:00,3058.52000000,3059.06000000,3054.43000000,3055.35000000,351.17180000,1632363179999,1073424.77448700,487,162.83590000,497661.17478900,0
2021-09-23 02:13:00,3055.42000000,3057.43000000,3054.10000000,3055.19000000,284.54760000,1632363239999,869387.12961200,471,143.15940000,437408.16017500,0
2021-09-23 02:14:00,3055.11000000,3056.00000000,3052.86000000,3055.36000000,86.66390000,1632363299999,264685.81096200,284,42.18360000,128826.71107600,0
2021-09-23 02:15:00,3054.12000000,3061.58000000,3053.48000000,3061.25000000,192.74040000,1632363359999,589331.15712400,437,110.80710000,338870.47698500,0
2021-09-23 02:16:00,3061.25000000,3063.26000000,3059.49000000,3063.25000000,119.39120000,1632363419999,365499.61172100,262,64.87560000,198631.83077800,0
2021-09-23 02:17:00,3063.26000000,3063.41000000,3060.00000000,3060.11000000,65.73750000,1632363479999,201297.02820500,214,25.75100000,78848.32931300,0
2021-09-23 02:18:00,3060.41000000,3063.23000000,3058.59000000,3063.00000000,74.14600000,1632363539999,226923.51445700,222,39.87260000,122019.93023700,0
2021-09-23 02:19:00,3063.00000000,3064.72000000,3061.01000000,3064.44000000,102.91480000,1632363599999,315200.89664800,290,72.88960000,223253.88595100,0
2021-09-23 02:20:00,3064.45000000,3066.19000000,3064.22000000,3064.23000000,134.05770000,1632363659999,410921.01041700,241,81.07080000,248515.29413900,0
2021-09-23 02:21:00,3064.50000000,3067.58000000,3063.41000000,3066.49000000,118.43980000,1632363719999,363154.82869900,340,64.64650000,198218.53088600,0
2021-09-23 02:22:00,3066.67000000,3069.23000000,3066.50000000,3066.51000000,133.44190000,1632363779999,409417.71613000,278,94.37780000,289561.13233600,0
2021-09-23 02:23:00,3066.51000000,3075.31000000,3066.51000000,3075.16000000,222.15130000,1632363839999,682597.65869200,576,130.66160000,401445.04724400,0
2021-09-23 02:24:00,3075.31000000,3078.00000000,3073.83000000,3076.36000000,165.40580000,1632363899999,508784.54522200,564,60.50560000,186129.24092700,0
2021-09-23 02:25:00,3076.38000000,3078.39000000,3072.09000000,3072.65000000,238.37710000,1632363959999,733197.50865800,512,109.37250000,336402.89943300,0
2021-09-23 02:26:00,3072.44000000,3072.73000000,3065.78000000,3067.21000000,218.29160000,1632364019999,669974.74028700,519,74.30090000,228026.97740600,0
2021-09-23 02:27:00,3067.20000000,3073.74000000,3066.43000000,3069.67000000,262.26090000,1632364079999,805166.21866700,485,159.75620000,490397.51138200,0
2021-09-23 02:28:00,3069.65000000,3075.10000000,3068.18000000,3074.22000000,294.25080000,1632364139999,903755.48312000,424,172.35170000,529432.85871000,0
2021-09-23 02:29:00,3074.50000000,3076.85000000,3072.57000000,3073.71000000,313.49720000,1632364199999,964134.33698600,400,130.23300000,400493.25894500,0
2021-09-23 02:30:00,3072.99000000,3074.26000000,3069.01000000,3072.57000000,71.40000000,1632364259999,219322.11752900,225,43.85730000,134711.72046400,0
2021-09-23 02:31:00,3072.32000000,3076.16000000,3071.99000000,3073.30000000,159.53130000,1632364319999,490485.88341600,281,86.52310000,266001.04872000,0
2021-09-23 02:32:00,3073.30000000,3074.72000000,3072.51000000,3072.51000000,82.09970000,1632364379999,252341.74787200,234,38.69780000,118936.72772300,0
2021-09-23 02:33:00,3072.51000000,3074.74000000,3072.49000000,3072.98000000,96.40230000,1632364439999,296275.85340300,211,58.95230000,181165.45046000,0
2021-09-23 02:34:00,3072.98000000,3074.26000000,3068.64000000,3068.82000000,242.61460000,1632364499999,745098.98133600,421,69.10010000,212240.76732600,0
2021-09-23 02:35:00,3068.98000000,3074.00000000,3068.98000000,3073.07000000,162.95380000,1632364559999,500641.39457800,299,91.69190000,281648.88348400,0
2021-09-23 02:36:00,3073.16000000,3076.84000000,3073.16000000,3076.43000000,286.25120000,1632364619999,880318.21723700,378,202.60790000,623065.33391100,0
2021-09-23 02:37:00,3076.44000000,3078.57000000,3075.80000000,3078.56000000,317.49950000,1632364679999,976939.64936100,426,147.76140000,454681.66307600,0
2021-09-23 02:38:00,3078.56000000,3081.87000000,3077.90000000,3080.46000000,728.96230000,1632364739999,2245313.84679400,906,391.65670000,1206343.49508300,0
2021-09-23 02:39:00,3079.63000000,3081.66000000,3079.14000000,3081.59000000,376.83450000,1632364799999,1160766.88965500,435,243.83920000,751067.09497200,0
2021-09-23 02:40:00,3081.65000000,3086.00000000,3080.68000000,3082.59000000,876.92350000,1632364859999,2704370.43344300,1297,444.64940000,1371243.24953800,0
2021-09-23 02:41:00,3082.86000000,3083.89000000,3077.51000000,3077.62000000,223.03950000,1632364919999,687065.71640600,412,73.24810000,225697.06293300,0
2021-09-23 02:42:00,3077.62000000,3079.21000000,3072.60000000,3074.90000000,455.79820000,1632364979999,1401838.32907400,660,271.98580000,836445.87311200,0
2021-09-23 02:43:00,3074.91000000,3078.79000000,3074.91000000,3077.88000000,104.56110000,1632365039999,321775.77063400,269,41.44040000,127521.37628000,0
2021-09-23 02:44:00,3077.87000000,3077.87000000,3075.50000000,3076.83000000,129.25720000,1632365099999,397667.98467000,284,82.61410000,254165.70129900,0
2021-09-23 02:45:00,3076.99000000,3078.84000000,3074.02000000,3074.02000000,202.87880000,1632365159999,624142.16147400,392,76.58510000,235632.99140100,0
2021-09-23 02:46:00,3074.58000000,3075.04000000,3074.00000000,3074.00000000,141.39980000,1632365219999,434746.60919700,283,41.14460000,126507.84171000,0
2021-09-23 02:47:00,3074.00000000,3074.61000000,3072.25000000,3072.66000000,166.16540000,1632365279999,510734.95411700,300,34.18180000,105064.81127600,0
2021-09-23 02:48:00,3072.59000000,3074.42000000,3072.57000000,3074.41000000,129.68900000,1632365339999,398571.48012600,311,56.46950000,173553.19342600,0
2021-09-23 02:49:00,3074.48000000,3075.97000000,3071.33000000,3071.36000000,510.88840000,1632365399999,1570554.05678300,459,63.36020000,194784.65310700,0
2021-09-23 02:50:00,3071.35000000,3072.47000000,3070.82000000,3072.07000000,75.66020000,1632365459999,232397.43148400,266,28.49790000,87534.58151800,0
2021-09-23 02:51:00,3071.99000000,3075.28000000,3071.63000000,3072.67000000,185.54410000,1632365519999,570239.40526400,336,107.91890000,331643.20953500,0
2021-09-23 02:52:00,3072.67000000,3075.77000000,3072.17000000,3075.58000000,183.56960000,1632365579999,564393.00355900,306,120.19090000,369523.37607900,0
2021-09-23 02:53:00,3075.76000000,3082.95000000,3075.76000000,3082.91000000,463.61670000,1632365639999,1428003.90830400,622,380.81400000,1172942.54517300,0
2021-09-23 02:54:00,3082.95000000,3082.95000000,3080.10000000,3081.99000000,262.72340000,1632365699999,809456.85203100,385,129.77680000,399868.64784300,0
2021-09-23 02:55:00,3082.00000000,3083.75000000,3079.04000000,3080.00000000,567.93490000,1632365759999,1749974.87928600,575,350.93620000,1081331.35133300,0
2021-09-23 02:56:00,3080.01000000,3080.01000000,3073.99000000,3074.03000000,119.53920000,1632365819999,367783.45298100,318,57.68110000,177437.17413000,0
2021-09-23 02:57:00,3074.04000000,3076.00000000,3071.99000000,3075.99000000,274.90750000,1632365879999,844942.11575000,397,190.51750000,585574.33163100,0
2021-09-23 02:58:00,3075.99000000,3077.07000000,3074.02000000,3076.72000000,202.50120000,1632365939999,622752.10213000,313,128.41580000,394911.25658200,0
