timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-09-23 00:00:00,43546.37000000,43552.61000000,43500.74000000,43508.09000000,47.14912000,1632355259999,2052350.52324930,743,15.65677000,681624.12937050,0
2021-09-23 00:01:00,43508.08000000,43535.01000000,43480.00000000,43484.55000000,103.37353000,1632355319999,4497055.97701260,873,12.23370000,532231.91804780,0
2021-09-23 00:02:00,43484.54000000,43641.57000000,43455.00000000,43641.56000000,94.09084000,1632355379999,4093876.10240580,1515,56.02033000,2437651.73158620,0
2021-09-23 00:03:00,43641.57000000,43641.57000000,43489.23000000,43493.55000000,64.91041000,1632355439999,2827648.64850180,1016,22.71213000,989407.39783440,0
2021-09-23 00:04:00,43493.54000000,43493.55000000,43386.44000000,43426.17000000,61.54959000,1632355499999,2672951.61555420,1231,24.27283000,1054021.57993480,0
2021-09-23 00:05:00,43426.17000000,43436.44000000,43370.50000000,43379.39000000,39.32281000,1632355559999,1706344.12954320,884,16.47366000,714793.35622230,0
2021-09-23 00:06:00,43379.38000000,43459.44000000,43370.53000000,43439.01000000,29.00386000,1632355619999,1259408.13491110,742,12.78042000,554904.56335150,0
2021-09-23 00:07:00,43439.02000000,43529.51000000,43414.14000000,43487.11000000,40.56511000,1632355679999,1763995.43230510,922,18.35503000,797922.38485020,0
2021-09-23 00:08:00,43487.01000000,43550.00000000,43478.03000000,43530.26000000,24.93949000,1632355739999,1085328.70866270,679,11.80701000,513770.46550580,0
2021-09-23 00:09:00,43530.26000000,43670.01000000,43516.18000000,43658.92000000,60.16082000,1632355799999,2623071.23617910,1219,36.61798000,1596953.79358170,0
2021-09-23 00:10:00,43661.23000000,43853.69000000,43643.53000000,43782.56000000,151.59016000,1632355859999,6634188.03788470,3723,93.81550000,4105632.67114040,0
2021-09-23 00:11:00,43782.56000000,43782.56000000,43670.79000000,43749.72000000,50.54773000,1632355919999,2210450.71354090,1716,21.31592000,931963.36294240,0
2021-09-23 00:12:00,43749.73000000,43778.36000000,43650.01000000,43665.07000000,37.26573000,1632355979999,1628295.91040020,1074,16.71901000,730446.97906080,0
2021-09-23 00:13:00,43665.07000000,43722.33000000,43640.40000000,43647.84000000,34.65000000,1632356039999,1513174.46979770,920,19.23349000,840041.94865350,0
2021-09-23 00:14:00,43647.84000000,43698.97000000,43615.10000000,43622.79000000,28.23474000,1632356099999,1232176.91429350,1024,14.06927000,613989.31453040,0
2021-09-23 00:15:00,43622.79000000,43640.01000000,43551.76000000,43562.75000000,36.32002000,1632356159999,1582842.07465390,1340,13.58909000,592234.03286440,0
2021-09-23 00:16:00,43562.76000000,43565.73000000,43432.26000000,43483.10000000,47.56752000,1632356219999,2069273.96163520,1591,18.70930000,813739.30013800,0
2021-09-23 00:17:00,43483.10000000,43515.00000000,43409.38000000,43485.00000000,62.71693000,1632356279999,2725473.69353180,1463,30.73417000,1335437.41068500,0
2021-09-23 00:18:00,43484.99000000,43513.63000000,43470.00000000,43480.76000000,25.97641000,1632356339999,1129865.81326740,705,7.77469000,338149.62486090,0
2021-09-23 00:19:00,43480.76000000,43504.47000000,43467.87000000,43476.42000000,20.59829000,1632356399999,895736.90503630,649,8.33843000,362608.68110920,0
2021-09-23 00:20:00,43476.42000000,43502.07000000,43438.10000000,43469.12000000,33.59598000,1632356459999,1460131.83572260,890,14.77746000,642228.59220530,0
2021-09-23 00:21:00,43469.13000000,43491.03000000,43453.95000000,43457.36000000,30.49529000,1632356519999,1325633.12588490,717,13.03565000,566608.50983680,0
2021-09-23 00:22:00,43457.36000000,43482.00000000,43440.23000000,43448.48000000,28.59680000,1632356579999,1242872.47147420,765,9.43986000,410264.37568040,0
